fonte,plataforma,data,url_ref,texto,n_palavras,nota_usuario,likes,sentimento,confianca,sentimento_num,exportado_em
YouTube,Vídeo,2022-09-24,https://youtube.com/watch?v=uZBiNJQxtGw,essa cena é foda,4,,3.0,negativo,0.385,-1,2026-03-25 20:30
YouTube,Vídeo,2014-05-15,https://youtube.com/watch?v=uZBiNJQxtGw,un peliculon exelente!!!,3,,19.0,negativo,0.677,-1,2026-03-25 20:30
YouTube,Vídeo,2020-05-28,https://youtube.com/watch?v=uZBiNJQxtGw,"Gracias.

Aquí una lista de la filmografía de José Padilha:
https://www.youtube.com/playlist?list=PL3bN3qL-ZFiHPHgPxHWrBM7t9I0pkJ9-7",11,,6.0,positivo,0.913,1,2026-03-25 20:30
YouTube,Vídeo,2022-04-07,https://youtube.com/watch?v=uZBiNJQxtGw,Oi,1,,2.0,positivo,0.451,1,2026-03-25 20:30
YouTube,Vídeo,2023-06-22,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤❤,1,,2.0,positivo,0.416,1,2026-03-25 20:30
YouTube,Vídeo,2021-04-26,https://youtube.com/watch?v=uZBiNJQxtGw,La quitaron de Netflix??,4,,1.0,negativo,0.561,-1,2026-03-25 20:30
YouTube,Vídeo,2021-04-16,https://youtube.com/watch?v=uZBiNJQxtGw,🔪 NA CAVEIRA ☠️🇧🇷,4,,6.0,positivo,0.495,1,2026-03-25 20:30
YouTube,Vídeo,2021-07-06,https://youtube.com/watch?v=uZBiNJQxtGw,This is the Best movie Ronaldinho,6,,7.0,positivo,0.971,1,2026-03-25 20:30
YouTube,Vídeo,2021-08-31,https://youtube.com/watch?v=uZBiNJQxtGw,"Brilliant, grim movies. Both Parts!",5,,3.0,positivo,0.961,1,2026-03-25 20:30
YouTube,Vídeo,2022-01-20,https://youtube.com/watch?v=uZBiNJQxtGw,só no Brasil mesmo para filme ser patrocinado por banco estatal e petroleira.,13,,3.0,positivo,0.421,1,2026-03-25 20:30
YouTube,Vídeo,2022-03-01,https://youtube.com/watch?v=uZBiNJQxtGw,When you realise they dont make good filmes nowdays. You gone  rate this moovie 10 on IMBD.,17,,3.0,positivo,0.834,1,2026-03-25 20:30
YouTube,Vídeo,2022-04-29,https://youtube.com/watch?v=uZBiNJQxtGw,"Infelizmente esse filme acabou de ser retirado da Netflix!
😭😭😭😭😭😭😭😭😭",10,,3.0,negativo,0.484,-1,2026-03-25 20:30
YouTube,Vídeo,2021-04-22,https://youtube.com/watch?v=uZBiNJQxtGw,show de bola !!!!!,4,,4.0,positivo,0.729,1,2026-03-25 20:30
YouTube,Vídeo,2020-08-29,https://youtube.com/watch?v=uZBiNJQxtGw,muy buena pelicula,3,,12.0,positivo,0.968,1,2026-03-25 20:30
YouTube,Vídeo,2022-08-13,https://youtube.com/watch?v=uZBiNJQxtGw,algorithme ^^,2,,2.0,positivo,0.565,1,2026-03-25 20:30
YouTube,Vídeo,2023-09-27,https://youtube.com/watch?v=uZBiNJQxtGw,"Un segundo, como que el himno de estados unidos no es 0:02 ??🤔",13,,1.0,negativo,0.485,-1,2026-03-25 20:30
YouTube,Vídeo,2021-09-10,https://youtube.com/watch?v=uZBiNJQxtGw,Aq é o Brasil !!🤪🇧🇷❤,5,,3.0,positivo,0.558,1,2026-03-25 20:30
YouTube,Vídeo,2021-12-31,https://youtube.com/watch?v=uZBiNJQxtGw,Primeira vez que vejo o trailer e o trailer é fraco demais. Já o filme uma obra prima do cinema tupiniquim.,21,,3.0,negativo,0.543,-1,2026-03-25 20:30
YouTube,Vídeo,2021-04-18,https://youtube.com/watch?v=uZBiNJQxtGw,Non si scherza col Bope,5,,4.0,neutro,0.561,0,2026-03-25 20:30
YouTube,Vídeo,2023-08-12,https://youtube.com/watch?v=uZBiNJQxtGw,"J’adore ce film mais en France, impossible de le trouver en streaming 😢 Je suppose qu’il a été censuré, ça dit des vérités qui dérangent…",25,,2.0,negativo,0.784,-1,2026-03-25 20:30
YouTube,Vídeo,2021-06-03,https://youtube.com/watch?v=uZBiNJQxtGw,"O filme é ótimo, mas que trailer ruim, puta merda",10,,15.0,negativo,0.617,-1,2026-03-25 20:30
YouTube,Vídeo,2023-12-01,https://youtube.com/watch?v=uZBiNJQxtGw,Mr,1,,1.0,neutro,0.354,0,2026-03-25 20:30
YouTube,Vídeo,2023-01-30,https://youtube.com/watch?v=uZBiNJQxtGw,Este filme contém palavrões.,4,,2.0,negativo,0.472,-1,2026-03-25 20:30
YouTube,Vídeo,2024-05-01,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤,1,,0.0,positivo,0.416,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-24,https://youtube.com/watch?v=uupfy9l3wWE,O FILME É TÃO FODA QUE 15 ANOS DEPOIS AINDA TEM ASSUNTO!!!!!!!,12,,4576.0,positivo,0.552,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-27,https://youtube.com/watch?v=uupfy9l3wWE,"Eu como policial militar digo que a atuação do Wagner foi perfeita, quando assisti ao filme ,eu vi um policial militar de verdade ali na tela, aliás fica até difícil imaginar que ele não era policial.",36,,3047.0,negativo,0.774,-1,2026-03-25 20:30
YouTube,Vídeo,2022-09-24,https://youtube.com/watch?v=uupfy9l3wWE,Vagner Moura vai de capitão do Bope a Narcotraficante com a mesma pegada o melhor ator brasileiro.,17,,3695.0,positivo,0.454,1,2026-03-25 20:30
YouTube,Vídeo,2023-03-24,https://youtube.com/watch?v=uupfy9l3wWE,O Wagner e o Capitão Nascimento são muito diferentes. Aí que a gente vê que a atuação foi fodástica! Esse filme é imortal!,23,,718.0,negativo,0.615,-1,2026-03-25 20:30
YouTube,Vídeo,2022-09-18,https://youtube.com/watch?v=uupfy9l3wWE,A verdade é que Wagner Moura tomou conta do filme. E olhe que a atuação de André Ramiro foi muito boa.,21,,2727.0,positivo,0.919,1,2026-03-25 20:30
YouTube,Vídeo,2025-03-09,https://youtube.com/watch?v=uupfy9l3wWE,O que não entendo é como que este filme não ganhou um Oscar. Merecia dois na verdade… melhor filme e melhor ator.,22,,144.0,positivo,0.355,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-24,https://youtube.com/watch?v=uupfy9l3wWE,90% do sucesso do filme é graças a atuação do Wagner Moura.,12,,3041.0,positivo,0.903,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-30,https://youtube.com/watch?v=uupfy9l3wWE,"Pra mim TROPA DE ELITE é o melhor filme Nacional feito até hj... E o Wagner foi monstro no papel de capitão Nascimento... O elenco em si, foi fantástico... Não dá nem pra pensar em outro ator",37,,873.0,positivo,0.764,1,2026-03-25 20:30
YouTube,Vídeo,2023-01-25,https://youtube.com/watch?v=uupfy9l3wWE,"As vezes eu não consigo acreditar que o Wagner não seja policial, a atuação ficou tão perfeita que eu acabo me confundindo se o filme foi atuado por policiais realmente",30,,263.0,negativo,0.832,-1,2026-03-25 20:30
YouTube,Vídeo,2022-09-17,https://youtube.com/watch?v=uupfy9l3wWE,"Wagner Moura é um dos melhores atores desse país de longe, e é isso que importa. Filme bom demais",19,,766.0,positivo,0.942,1,2026-03-25 20:30
YouTube,Vídeo,2023-07-24,https://youtube.com/watch?v=uupfy9l3wWE,"WAGNER MOURA É DE UMA GRANDEZA, DE UMA ENTREGA COMO ATOR. Que simplesmente é PHODA!",15,,49.0,positivo,0.494,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-18,https://youtube.com/watch?v=uupfy9l3wWE,"Não vejo ninguém que poderia fazer o cap. Nascimento no nível do Wagner Moura. Ficou excelente esse filme, nada para mudar.",21,,390.0,positivo,0.674,1,2026-03-25 20:30
YouTube,Vídeo,2022-11-18,https://youtube.com/watch?v=uupfy9l3wWE,"Wagner Moura tem muita presença de palco, além de uma voz potente. Caiu como uma luva",16,,44.0,positivo,0.833,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-18,https://youtube.com/watch?v=uupfy9l3wWE,"Wagner Moura é o melhor ator do Brasil, isto é verdadeiro independente de você gostar dele ou não, algumas pessoas tem dificuldade de separar as coisas. Como foi dito, o tropa de elite não girava ao redor do cap. Nascimento mas após o início das gravações o Padilha viu como estava ficando a atuação do Moura e resolveu fazer o filme inteiro girar ao redor dele, e isto foi a melhor escolha da carreira do Padilha. Tropa de Elite não teria sido 20% do que foi sem a atuação dele.",90,,607.0,positivo,0.403,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-30,https://youtube.com/watch?v=uupfy9l3wWE,"Isso está na Arte da Guerra. Se a fuga é impossível, a luta é a única opção.",17,,145.0,positivo,0.421,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-18,https://youtube.com/watch?v=uupfy9l3wWE,"Vagabundo pode falar o que for do cara, mas ele esculachou, tirou onda no papel do Cap.",17,,151.0,negativo,0.612,-1,2026-03-25 20:30
YouTube,Vídeo,2022-10-02,https://youtube.com/watch?v=uupfy9l3wWE,Não existe outra escolha melhor para capitão Nascimento que o Wagner Moura! O cara é foda!,16,,89.0,negativo,0.51,-1,2026-03-25 20:30
YouTube,Vídeo,2022-09-18,https://youtube.com/watch?v=uupfy9l3wWE,"o PROPRIO RODRIGO PIMENTEL disse que o wagner moura não pediu , ele CONQUISTOU .. mas passado isso FODA demais essa preparação",22,,272.0,negativo,0.434,-1,2026-03-25 20:30
YouTube,Vídeo,2022-10-15,https://youtube.com/watch?v=uupfy9l3wWE,O cara é tão bom ator que fez um papel perfeito totalmente diferente da realidade dele,16,,133.0,positivo,0.772,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-26,https://youtube.com/watch?v=uupfy9l3wWE,"Este filme foi um casamento, todos os atores atuaram bem pra caramba e não tem como falar mal de ninguém e nem do filme,e olha que eu sou chegado em filme nacional",32,,157.0,neutro,0.391,0,2026-03-25 20:30
YouTube,Vídeo,2022-11-15,https://youtube.com/watch?v=uupfy9l3wWE,"Conheci o Paulo Storani, ele foi dar um treinamento na empresa que trabalho, 1 semana após a morte do seu filho. O cara é sangue nos olhos.",27,,138.0,positivo,0.491,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-20,https://youtube.com/watch?v=uupfy9l3wWE,"Não gosto da pessoa do Wagner, mas como ator de Tropa de Elite foi excepcional... o cara vestiu a roupa da Tropa... aliás,  todos foram muito bom no filme... nem tem como falar mal dos atores...",36,,265.0,positivo,0.519,1,2026-03-25 20:30
YouTube,Vídeo,2023-03-31,https://youtube.com/watch?v=uupfy9l3wWE,Wagner Moura é espetacular como ator e como ser humano. Que história sensacional dos bastidores! 👏🏻👏🏻👏🏻,16,,18.0,negativo,0.513,-1,2026-03-25 20:30
YouTube,Vídeo,2022-09-24,https://youtube.com/watch?v=uupfy9l3wWE,"O Wagner é um excelente artista  , o cara é show ,  ele passa a emoção de forma extraordinária através dos seus personagens .",24,,160.0,positivo,0.959,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-28,https://youtube.com/watch?v=uupfy9l3wWE,"Podia ter esse making off , seria sensacional",8,,204.0,positivo,0.785,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-26,https://youtube.com/watch?v=uupfy9l3wWE,"E um excelente profissional, não é por acaso que o cara está em serie/filme americano",15,,40.0,positivo,0.678,1,2026-03-25 20:30
YouTube,Vídeo,2022-11-06,https://youtube.com/watch?v=uupfy9l3wWE,"3 filmes brasileiros que ficou na história Alto da compadecida,  Tropa, 1,2 enfim foda.",14,,4.0,positivo,0.522,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-17,https://youtube.com/watch?v=uupfy9l3wWE,"O filme e ótimo, Vagner Moura um ótimo ator independente do cunho politico, o Brasil precisa voltar a produzir filmes gerando conteúdo para o mundo",25,,160.0,positivo,0.602,1,2026-03-25 20:30
YouTube,Vídeo,2023-04-05,https://youtube.com/watch?v=uupfy9l3wWE,"Só fodão na frente e por trás das câmeras. Não foi a toa o tremendo sucesso, o Tropa 1 e 2 ! Parabéns !",24,,33.0,positivo,0.448,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-26,https://youtube.com/watch?v=uupfy9l3wWE,Wagner é ator Hollywoodiano o cara é muito conhecido na Europa... excelente ator,13,,117.0,positivo,0.95,1,2026-03-25 20:30
YouTube,Vídeo,2022-10-17,https://youtube.com/watch?v=uupfy9l3wWE,Wagner Moura é uns dos melhores atores do Brasil. Até hoje eu assisto Tropa de Elite!,16,,29.0,positivo,0.948,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-25,https://youtube.com/watch?v=uupfy9l3wWE,Grande Capitão Storani! Foi instrutor nosso no filme.👏🏽👏🏽👏🏽 O treinamento era firme!,12,,63.0,positivo,0.77,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-29,https://youtube.com/watch?v=uupfy9l3wWE,Wagner Moura foi muito bom. Melhor atuação dele.,8,,42.0,positivo,0.956,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-17,https://youtube.com/watch?v=uupfy9l3wWE,Já tinha lido essa história do nariz ( na revista Bravo) . Filme histórico.,14,,43.0,positivo,0.646,1,2026-03-25 20:30
YouTube,Vídeo,2025-11-03,https://youtube.com/watch?v=uupfy9l3wWE,Wagner Moura eternizou o capitão nasicmento de um jeito que ninguém jamais conseguiria,13,,3.0,negativo,0.466,-1,2026-03-25 20:30
YouTube,Vídeo,2022-09-28,https://youtube.com/watch?v=uupfy9l3wWE,"Como pessoa não conheço, mas como ator  cara é FERA.",10,,59.0,neutro,0.476,0,2026-03-25 20:30
YouTube,Vídeo,2025-11-01,https://youtube.com/watch?v=uupfy9l3wWE,"Wagner tá precisando de mais pressão, ir pro lado certo.",10,,3.0,positivo,0.432,1,2026-03-25 20:30
YouTube,Vídeo,2023-02-23,https://youtube.com/watch?v=uupfy9l3wWE,"Todo o elenco é fooooda , não tem como por defeito em ninguém, cada um foi feito pro papel .......... Quem seleciona eles é um gênio .......",27,,37.0,positivo,0.447,1,2026-03-25 20:30
YouTube,Vídeo,2022-11-26,https://youtube.com/watch?v=uupfy9l3wWE,"Ator maravilhoso, interpretou muito bem, passou realidade para o povo.",10,,20.0,positivo,0.977,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-30,https://youtube.com/watch?v=uupfy9l3wWE,O melhor filme do Brasil até hoje....,7,,15.0,positivo,0.905,1,2026-03-25 20:30
YouTube,Vídeo,2025-04-08,https://youtube.com/watch?v=uupfy9l3wWE,"Isso que o policial fez no teatro e no cinema é chamado de ""técnica de Meisner""",16,,1.0,negativo,0.539,-1,2026-03-25 20:30
YouTube,Vídeo,2022-10-22,https://youtube.com/watch?v=uupfy9l3wWE,95% do sucesso do tropa se deve ao Wagner huhihu amo este filme caralho.,14,,7.0,positivo,0.717,1,2026-03-25 20:30
YouTube,Vídeo,2022-10-15,https://youtube.com/watch?v=uupfy9l3wWE,"Krlh, esse Making of faria tanto sucesso quanto o filme em si kkkkkk",13,,9.0,positivo,0.658,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-19,https://youtube.com/watch?v=uupfy9l3wWE,"O tropa de elite só é o que é muito pela atuação excepcional do Wagner Moura. Mas aí o cara por discordar da visão política do ator inventa uma mentira pra tentar desmoralizar e diminuir o cara, hahahahh.",38,,10.0,negativo,0.589,-1,2026-03-25 20:30
YouTube,Vídeo,2025-09-01,https://youtube.com/watch?v=uupfy9l3wWE,Não sabia que forjavam atores na base do ódio 😂😂😂😂 o nascimento foi um sucesso,15,,7.0,positivo,0.631,1,2026-03-25 20:30
YouTube,Vídeo,2022-10-01,https://youtube.com/watch?v=uupfy9l3wWE,"Único filme que franceses e americanos aplaudiram de pé, simplesmente o melhor filme da história",15,,4.0,positivo,0.8,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-30,https://youtube.com/watch?v=uupfy9l3wWE,"Uma coisa que aprendi no Exército é: educação não é gentileza. Você não precisa humilhar e bater nos alunos, ou nos Recrutas. Acreditem dá para ser um carrasco sem falar um palavrão. Como meu Instrutor dizia: ""o tapa que você dá na cara de um Recruta, pode te custar a promoção dele pra te ferrar depois. """,57,,13.0,negativo,0.716,-1,2026-03-25 20:30
YouTube,Vídeo,2022-09-18,https://youtube.com/watch?v=uupfy9l3wWE,"Eu gostava do Capitão nascimento, Matias, o Neto também era o meu favorito, infelizmente ele morreu na vida real",19,,11.0,positivo,0.799,1,2026-03-25 20:30
YouTube,Vídeo,2025-03-23,https://youtube.com/watch?v=uupfy9l3wWE,Ta doido gente os atores realmente foram ao extremo da interpretação !!!!,12,,2.0,negativo,0.469,-1,2026-03-25 20:30
YouTube,Vídeo,2022-11-05,https://youtube.com/watch?v=uupfy9l3wWE,Uma das melhores atuações que já vi. Num dos melhores filmes que já assisti.,14,,5.0,positivo,0.965,1,2026-03-25 20:30
YouTube,Vídeo,2025-11-05,https://youtube.com/watch?v=uupfy9l3wWE,Ele realmente deu o recado! O treinador foi ótimo!,9,,1.0,negativo,0.554,-1,2026-03-25 20:30
YouTube,Vídeo,2025-11-12,https://youtube.com/watch?v=uupfy9l3wWE,Aí hoje colocam filmes enaltecendo bandidos...como do arcanjo sei lá o q!!!! Pqp,13,,1.0,negativo,0.675,-1,2026-03-25 20:30
YouTube,Vídeo,2022-10-10,https://youtube.com/watch?v=uupfy9l3wWE,"O cara é ótimo contando aquela situação, talento puro.",9,,11.0,positivo,0.897,1,2026-03-25 20:30
YouTube,Vídeo,2025-11-05,https://youtube.com/watch?v=uupfy9l3wWE,Parem de falar: Vagner Moura um ator de grandeza!,9,,1.0,positivo,0.872,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-18,https://youtube.com/watch?v=uupfy9l3wWE,Melhor personagem. E ator foda.,5,,29.0,positivo,0.837,1,2026-03-25 20:30
YouTube,Vídeo,2025-11-08,https://youtube.com/watch?v=uupfy9l3wWE,"Quando o Wagner disse que deu um soco e quebrou o nariz de um do bope falaram que ele estava mentindo,está ai a prova😂",24,,1.0,negativo,0.717,-1,2026-03-25 20:30
YouTube,Vídeo,2022-10-03,https://youtube.com/watch?v=uupfy9l3wWE,"Caramba como essas histórias não saíram antes , muito bom !",11,,15.0,positivo,0.794,1,2026-03-25 20:30
YouTube,Vídeo,2025-11-09,https://youtube.com/watch?v=uupfy9l3wWE,Capitão Nascimento é totalmente diferente do WAGNER 😢😢😢 TRISTEZA 🥀 DEMAIS,11,,2.0,positivo,0.58,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-28,https://youtube.com/watch?v=uupfy9l3wWE,Sensacional saber desses detalhes do filme e parabéns para o homem que criou o capitão nascimento mesmo que tenha quebrado o nariz 👃🤣,23,,6.0,positivo,0.604,1,2026-03-25 20:30
YouTube,Vídeo,2025-11-06,https://youtube.com/watch?v=uupfy9l3wWE,Ele é bom ator por isso conseguiu o papel ...,10,,1.0,positivo,0.877,1,2026-03-25 20:30
YouTube,Vídeo,2022-09-28,https://youtube.com/watch?v=uupfy9l3wWE,"Só saberemos quem realmente somos quando estivermos no auge do risco real. Ainda bem que era só uma simulação, por isso um nariz quebrado. Imagina se fosse um risco real. Abraço a todos. Excelente copCast. Parabéns 👏",37,,9.0,positivo,0.696,1,2026-03-25 20:30
YouTube,Vídeo,2025-11-07,https://youtube.com/watch?v=uupfy9l3wWE,"Wagner Moura, excelente ator e foi perfeito no filme.",9,,2.0,positivo,0.739,1,2026-03-25 20:30
YouTube,Vídeo,2022-10-21,https://youtube.com/watch?v=uupfy9l3wWE,"Vagner é um fenômeno! E esse filme virou um clássico, e ele entregou tudo.",14,,4.0,negativo,0.469,-1,2026-03-25 20:30
