fonte,plataforma,data,url_ref,texto,n_palavras,nota_usuario,likes,sentimento,confianca,sentimento_num,exportado_em
YouTube,Vídeo,2025-11-01,https://youtube.com/watch?v=uZBiNJQxtGw,Qué buena película!! La ví hace muchísimos años y tengo ganas de verla de nuevo. Caiños desde Arg 🇦🇷,19,,3.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2024-05-29,https://youtube.com/watch?v=uZBiNJQxtGw,"Tropa de Elite 1 e 2 simplesmente, os melhores filmes nacionais!",11,,11.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2024-07-31,https://youtube.com/watch?v=uZBiNJQxtGw,Esto es 1.000 veses mejor que lo de holliwod o como se escriba me da igual esta película muestra la realidad,21,,1.0,negativo,0.8,-1,2026-03-25 17:43
YouTube,Vídeo,2024-12-27,https://youtube.com/watch?v=uZBiNJQxtGw,Assisti mais de 100 vezes e não enjoo. Filmaço!,9,,9.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2020-05-26,https://youtube.com/watch?v=uZBiNJQxtGw,"*Sinopsis*
Brasil, 1997. El capitán Nascimento (Wagner Moura) está al mando de un escuadrón del Batallón de Operaciones Policiales Especiales (BOPE), un cuerpo de élite de la policía de Río de Janeiro. Su misión es actuar en las favelas, en las que la policía, por miedo o por corrupción, no interviene. Nascimento quiere dejar su puesto, ya que está a punto de ser padre, pero antes necesita encontrar un sustituto adecuado. Con ese fin comienza a instruir a dos policías honestos y amigos desde la infancia: Neto, que es un hombre de acción, y Matías, que estudia Derecho porque cree en la ley. Juntos entrarán en el BOPE y cumplirán sus misiones hasta las últimas consecuencias.",116,,41.0,neutro,0.0,0,2026-03-25 17:43
YouTube,Vídeo,2021-01-29,https://youtube.com/watch?v=uZBiNJQxtGw,Mano assisti o filme! Aprendendo a falar a língua das cobras e dos cobras!,14,,17.0,negativo,0.8,-1,2026-03-25 17:43
YouTube,Vídeo,2021-07-08,https://youtube.com/watch?v=uZBiNJQxtGw,who came here because of Ronaldinho interview?,7,,3.0,negativo,0.0,-1,2026-03-25 17:43
YouTube,Vídeo,2021-07-18,https://youtube.com/watch?v=uZBiNJQxtGw,"Large thx for upload.
Greetings from Sweden. (we have a small problem with ”nasty” neighbourhoods right  now).  😳",18,,14.0,positivo,0.0,1,2026-03-25 17:43
YouTube,Vídeo,2021-09-20,https://youtube.com/watch?v=uZBiNJQxtGw,O melhor filme que já vi na minha vida...,9,,33.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2021-01-05,https://youtube.com/watch?v=uZBiNJQxtGw,beutiful fucking film! peace from sweden,6,,13.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2024-02-10,https://youtube.com/watch?v=uZBiNJQxtGw,Tropa de elite um filme sensacional Wagner Moura dando um show de talento como sempre ❤,16,,3.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2024-02-10,https://youtube.com/watch?v=uZBiNJQxtGw,Cara esse filme é bom de mais 😎,8,,2.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2024-02-20,https://youtube.com/watch?v=uZBiNJQxtGw,Esse filme é fantástico!!! E o segundo conseguiu ser melhor ainda!! Que venha o 3⁰!,15,,0.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2025-05-31,https://youtube.com/watch?v=uZBiNJQxtGw,"Me: ""Wow that guy looks just like Wagner Moura""",9,,0.0,neutro,0.0,0,2026-03-25 17:43
YouTube,Vídeo,2024-01-29,https://youtube.com/watch?v=uZBiNJQxtGw,"Wagner Moura starred on the best movie about south america, and the best show as well (Narcos)",17,,1.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2021-09-04,https://youtube.com/watch?v=uZBiNJQxtGw,Ronaldinho brought me here 🤙🤙,5,,1.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2023-05-20,https://youtube.com/watch?v=uZBiNJQxtGw,Gotta watch this cause this ronaldnio fav movie lol,9,,2.0,positivo,0.8,1,2026-03-25 17:43
YouTube,Vídeo,2023-09-15,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤❤❤ tropa de elite. 1.  2007  eu te amo muita 🎞️🎥,11,,1.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2023-10-07,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤❤eu te amo muita tropa de elite 3 cinema 🎥🎞️,10,,4.0,positivo,1.0,1,2026-03-25 17:43
YouTube,Vídeo,2023-10-10,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤❤ adorei 👏😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍,3,,2.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2023-09-20,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤❤❤ Eu te amo muita tropa de elite 1. 2007,10,,2.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2024-02-10,https://youtube.com/watch?v=uZBiNJQxtGw,Esse filme e demais,4,,1.0,negativo,0.8,-1,2026-03-25 17:44
YouTube,Vídeo,2025-06-30,https://youtube.com/watch?v=uZBiNJQxtGw,#Sou fã estão no caminho right🚓.,6,,0.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2024-12-21,https://youtube.com/watch?v=uZBiNJQxtGw,Dnde le encuentro,3,,0.0,negativo,0.0,-1,2026-03-25 17:44
YouTube,Vídeo,2013-07-28,https://youtube.com/watch?v=uZBiNJQxtGw,Kickass movie!,2,,25.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2021-06-30,https://youtube.com/watch?v=uZBiNJQxtGw,Top,1,,0.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2022-09-24,https://youtube.com/watch?v=uZBiNJQxtGw,essa cena é foda,4,,3.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2014-05-15,https://youtube.com/watch?v=uZBiNJQxtGw,un peliculon exelente!!!,3,,19.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2020-05-28,https://youtube.com/watch?v=uZBiNJQxtGw,"Gracias.

Aquí una lista de la filmografía de José Padilha:
https://www.youtube.com/playlist?list=PL3bN3qL-ZFiHPHgPxHWrBM7t9I0pkJ9-7",11,,6.0,neutro,1.0,0,2026-03-25 17:44
YouTube,Vídeo,2022-04-07,https://youtube.com/watch?v=uZBiNJQxtGw,Oi,1,,2.0,neutro,0.0,0,2026-03-25 17:44
YouTube,Vídeo,2023-06-22,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤❤,1,,2.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2021-04-26,https://youtube.com/watch?v=uZBiNJQxtGw,La quitaron de Netflix??,4,,1.0,negativo,0.8,-1,2026-03-25 17:44
YouTube,Vídeo,2021-04-16,https://youtube.com/watch?v=uZBiNJQxtGw,🔪 NA CAVEIRA ☠️🇧🇷,4,,6.0,negativo,0.8,-1,2026-03-25 17:44
YouTube,Vídeo,2021-07-06,https://youtube.com/watch?v=uZBiNJQxtGw,This is the Best movie Ronaldinho,6,,7.0,positivo,0.0,1,2026-03-25 17:44
YouTube,Vídeo,2021-08-31,https://youtube.com/watch?v=uZBiNJQxtGw,"Brilliant, grim movies. Both Parts!",5,,3.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2022-01-20,https://youtube.com/watch?v=uZBiNJQxtGw,só no Brasil mesmo para filme ser patrocinado por banco estatal e petroleira.,13,,3.0,negativo,1.0,-1,2026-03-25 17:44
YouTube,Vídeo,2022-03-01,https://youtube.com/watch?v=uZBiNJQxtGw,When you realise they dont make good filmes nowdays. You gone  rate this moovie 10 on IMBD.,17,,3.0,negativo,0.8,-1,2026-03-25 17:44
YouTube,Vídeo,2022-04-29,https://youtube.com/watch?v=uZBiNJQxtGw,"Infelizmente esse filme acabou de ser retirado da Netflix!
😭😭😭😭😭😭😭😭😭",10,,3.0,negativo,1.0,-1,2026-03-25 17:44
YouTube,Vídeo,2021-04-22,https://youtube.com/watch?v=uZBiNJQxtGw,show de bola !!!!!,4,,4.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2020-08-29,https://youtube.com/watch?v=uZBiNJQxtGw,muy buena pelicula,3,,12.0,positivo,1.0,1,2026-03-25 17:44
YouTube,Vídeo,2022-08-13,https://youtube.com/watch?v=uZBiNJQxtGw,algorithme ^^,2,,2.0,neutro,0.0,0,2026-03-25 17:44
YouTube,Vídeo,2023-09-27,https://youtube.com/watch?v=uZBiNJQxtGw,"Un segundo, como que el himno de estados unidos no es 0:02 ??🤔",13,,1.0,negativo,1.0,-1,2026-03-25 17:44
YouTube,Vídeo,2021-09-10,https://youtube.com/watch?v=uZBiNJQxtGw,Aq é o Brasil !!🤪🇧🇷❤,5,,3.0,positivo,1.0,1,2026-03-25 17:45
YouTube,Vídeo,2021-12-31,https://youtube.com/watch?v=uZBiNJQxtGw,Primeira vez que vejo o trailer e o trailer é fraco demais. Já o filme uma obra prima do cinema tupiniquim.,21,,3.0,negativo|positivo,0.5,0,2026-03-25 17:45
YouTube,Vídeo,2021-04-18,https://youtube.com/watch?v=uZBiNJQxtGw,Non si scherza col Bope,5,,4.0,negativo,1.0,-1,2026-03-25 17:45
YouTube,Vídeo,2023-08-12,https://youtube.com/watch?v=uZBiNJQxtGw,"J’adore ce film mais en France, impossible de le trouver en streaming 😢 Je suppose qu’il a été censuré, ça dit des vérités qui dérangent…",25,,2.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2021-06-03,https://youtube.com/watch?v=uZBiNJQxtGw,"O filme é ótimo, mas que trailer ruim, puta merda",10,,15.0,positivo,0.5,1,2026-03-25 17:45
YouTube,Vídeo,2023-12-01,https://youtube.com/watch?v=uZBiNJQxtGw,Mr,1,,1.0,negativo,0.0,-1,2026-03-25 17:45
YouTube,Vídeo,2023-01-30,https://youtube.com/watch?v=uZBiNJQxtGw,Este filme contém palavrões.,4,,2.0,negativo,1.0,-1,2026-03-25 17:45
YouTube,Vídeo,2024-05-01,https://youtube.com/watch?v=uZBiNJQxtGw,❤❤❤❤,1,,0.0,positivo,1.0,1,2026-03-25 17:45
YouTube,Vídeo,2024-12-29,https://youtube.com/watch?v=SvQ62sztiBw,"Quem pensou que o capitão Nascimento sairia como um vilão, realmente não conhece o povo trabalhador brasileiro, honesto!",18,,720.0,positivo,1.0,1,2026-03-25 17:45
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Até hoje eu acho inacreditável que o Wagner e os demais produtores realmente tenham acreditado que o brasileiro médio entenderia o filme dessa forma, como uma crítica à ""violência policial"". É uma desconexão imensa com a vida do povo, com o Brasil real. O pobre ODEIA bandido, quer mais que vagabundo apanhe e se fod* mesmo. Eu lembro que na época estudava em escola pública com vários colegas de periferia e a reação foi unânime, todo mundo idolatrando o Capitão Nascimento, repetindo as falas dele, cantando as músicas do Bope no recreio. Sério mesmo que eles esperavam reação diferente?",99,,2416.0,negativo,1.0,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-19,https://youtube.com/watch?v=SvQ62sztiBw,"""mas não é uma entrevista, é so uma conversa""

Sim, uma conversa entre uma pessoa estudada e duas batatas",19,,1328.0,negativo,1.0,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,O fato do PodPah ser o maior podcast do Brasil só mostra o quanto a gente tem q evoluir. Olha q merda esses hosts,24,,2200.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,Triste ver uma lenda do cinema brasileiro com um enorme repertorio cultural  Conversando com duas batatas. 😢,17,,2062.0,negativo,1.0,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-28,https://youtube.com/watch?v=SvQ62sztiBw,"na frente do Wagner Moura,os cara vem me fala d DVD pirata kkk",13,,350.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-16,https://youtube.com/watch?v=SvQ62sztiBw,"Incrível a união do mitico com o igao.
Incrivelmente os dois juntos conseguem ser os piores entrevistadores de podcast de toda internet.

Parabéns meninos, sucesso!",25,,1837.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-16,https://youtube.com/watch?v=SvQ62sztiBw,"O Mitico é definitivamente um dos piores entrevistadores existentes, ele nunca se prepara pra NENHUMA entrevista.",16,,9228.0,negativo,1.0,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-19,https://youtube.com/watch?v=SvQ62sztiBw,maior podcast do brasil com 2 entrevistadores que refletem o próprio país,12,,475.0,positivo,1.0,1,2026-03-25 17:45
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"No filme os traficante, mata, taca fogo em dedo duro, tortura. Mas o vilão é o Nascimento que mata esses caras??",21,,5937.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-16,https://youtube.com/watch?v=SvQ62sztiBw,Esses caras nunca se preparam p nenhuma entrevista! Sacanagem perderem oportunidades de fazer entrevistas épicas como essa!! Os caras não levam a sério,23,,1555.0,negativo,1.0,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-24,https://youtube.com/watch?v=SvQ62sztiBw,"É engraçado que pras pessoas o filme SÓ pode ser ""Defende bandido"" ou ""Defende polícia"" e um AUTOMATICAMENTE anula o outro.",21,,493.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-23,https://youtube.com/watch?v=SvQ62sztiBw,"Em um mundo doente, um humano, por mais que queira fazer o bem, dificilmente consegue ser bom e o Capitão Nascimento mostra isso para nós. Tem diversas obras pós-apocalípticas onde os protagonistas não são 100% heróicos e nem tem atitudes muito boas, mas cumprem seu papel. 

Naquela época e atualmente, esse é o clima da polícia e da política no RJ e provavelmente nenhum policial bonzinho conseguiria lutar contra isso. Por isso o filme é tão real e muitas pessoas gostam do personagem.",83,,89.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-16,https://youtube.com/watch?v=SvQ62sztiBw,"Acho que é frustrante pro Wagner Moura perceber a forma que o público percebeu o Capitão Nascimento, como herói (ou anti-herói) e de uma forma positiva pra caralho; a ideia claramente era pintá-lo como vilão. O filme é excelente. Vou assistir hoje de novo kk",45,,3491.0,negativo|positivo,0.5,0,2026-03-25 17:45
YouTube,Vídeo,2024-04-19,https://youtube.com/watch?v=SvQ62sztiBw,"Os caras com Wagner Moura, tanta coisa boa pra extrair, tanta ideia boa pra trocar, e os caras mal consegue elaborar uma pergunta. KKK",24,,77.0,negativo,0.8,-1,2026-03-25 17:45
YouTube,Vídeo,2024-04-18,https://youtube.com/watch?v=SvQ62sztiBw,"""Eu lembro o dia exato que chegou o DVD pirata na minha mão"" na frente do ator kkkkkkkkkkkkk",18,,179.0,positivo,0.8,1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Mitico, pelo amor de Deus. Estude, se informe e se prepare. 
Sua vivência e comentários te levaram até aí, mas é insustentável desse jeito! TENEBROSO!",25,,1827.0,negativo,1.0,-1,2026-03-25 17:46
YouTube,Vídeo,2025-05-18,https://youtube.com/watch?v=SvQ62sztiBw,"Apesar do Wagner não gostar tanto assim do Tropa, acho que ele não deve ter noção do tamanho da importância que esse filme teve pra carreira dele. Hoje francamente, não o vejo mais como o Wagner Moura, mas sim o Capitão Nascimento. Ele pode fazer um filme infantil, ele sempre será o Capitão Nascimento",54,,16.0,positivo,1.0,1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Que paralelo esquisito kkkk o cara odeia o capitão nascimento , mas fez um excelente trabalho como capitao nascimento ... Acredito que ele queria que o capitao nascimento fosse mal visto , mas o capitao é um heroi brasileiro kkkk",40,,383.0,positivo,0.8,1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,Agora só esperar ele ir em outro podcast pra tirar um papo verdadeiramente bom.,14,,950.0,positivo,0.8,1,2026-03-25 17:46
YouTube,Vídeo,2024-10-05,https://youtube.com/watch?v=SvQ62sztiBw,"8:56 - acho que nessa resposta, o Wagner deu uma trolada nesses guris, mas eles não sacaram kkkkkkkkkk",18,,11.0,positivo,0.8,1,2026-03-25 17:46
YouTube,Vídeo,2024-04-16,https://youtube.com/watch?v=SvQ62sztiBw,Ele literalmente estava desconfortável falando do Tropa. Gostam de Games ? Inscreva-se; links diretos pra download. TMJ !,18,,415.0,negativo,1.0,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Eu sou fã do wagner e realmente é triste que os entrevistadores nao saibam fazer uma pergunta que preste pra ele, esses caras so sabem entrevistar luva de pedreiro e Toninho tornado!",32,,101.0,negativo,0.8,-1,2026-03-25 17:46
YouTube,Vídeo,2025-05-27,https://youtube.com/watch?v=SvQ62sztiBw,Que dizer que policia tem que ter pena de criminoso sendo que criminoso nao tem pena de ninguém?,18,,13.0,negativo,0.8,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"A ideia central do filme era mostrar a realidade policial. Porém, o povo se identificou com as dificuldades de que um policial passa pra tentar fazer o ""certo"" e voltar bem pra sua família. E nesse contexto, abraçaram o capitão Nascimento como um homem que tentava fazer o ""certo"" mesmo numa realidade cruel. Parabéns ao Wagner pela excelente atuação",59,,37.0,positivo,1.0,1,2026-03-25 17:46
YouTube,Vídeo,2024-04-16,https://youtube.com/watch?v=SvQ62sztiBw,"Cara, verdo o sotaque real do Wagner, vc tem noção do ator fudido que ele é, eu pensava que ele era carioca devido as novelas e filmes dele. Na minha opinião um dos melhores atores brasileiros ou o melhor.",39,,298.0,positivo,1.0,1,2026-03-25 17:46
YouTube,Vídeo,2026-03-16,https://youtube.com/watch?v=SvQ62sztiBw,"É inacreditável, um podcast dessa magnitude ser comandado por duas mulas sem cérebro!!",13,,1.0,negativo,1.0,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"O Mítico é um cara legal, mas ele fica muito perdido as vezes.",13,,203.0,neutro,0.5,0,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,Os entrevistadores não sabiam nem o ano de lançamento dos filmes pqp 🤦🏽‍♂️,13,,247.0,negativo,0.8,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-21,https://youtube.com/watch?v=SvQ62sztiBw,"Incrível que o maior super herói fictício da direita brasileira"" Capitão Nascimento"" foi feito pelo Wagner Moura, esquerdista declarado kkkkkkkk",20,,30.0,negativo,0.8,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,O Wagner Moura Odeia o Capitão Nascimento!,7,,1091.0,negativo,1.0,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-18,https://youtube.com/watch?v=SvQ62sztiBw,"Esses podcast com esses tipos de   apresentadores, não deveriam mais existir, convidam grandes artista que as vezes o cara está anos Luz em conhecimento e intelecto  e tem que passar por isso, de duas ou uma, ou cara e muito humilde pra participar disso ou ele recebe muito dinheiro pra ir até aí.",53,,59.0,negativo,1.0,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-22,https://youtube.com/watch?v=SvQ62sztiBw,"Curto demais o Igão e o Mítico, sou fã do corre dos mlk também e de todo o esforço/patamar que eles fizeram o podpah chegar. Mais cara, chegou um nível que o nível de conversa e intelecto dos mlk caíram de mais, um baita fenômeno como o Wagner, deveriam ter extraído muito mais que só uma resenha. Mais é isso, espero que percebam o quanto antes o nível de conversação deles vem caindo, e começarem a estudar, ler e pesquisar mais sobre tudo!",83,,7.0,negativo,0.8,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Duro é ver o igao carregar a entrevista, é a mesma coisa o Ribamar querer carregar o time do vasco",20,,45.0,negativo,0.8,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"""O jornalista por natureza, tem que ser imparcial."" KAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAK",9,,120.0,negativo,0.8,-1,2026-03-25 17:46
YouTube,Vídeo,2025-11-05,https://youtube.com/watch?v=SvQ62sztiBw,"O Igor não entendeu nenhum filme, tudo é um mistério pra ele.",12,,7.0,negativo,1.0,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,Todos Igor de podcast tem seu Monark 😂😂😂,8,,18.0,positivo,0.8,1,2026-03-25 17:46
YouTube,Vídeo,2024-04-19,https://youtube.com/watch?v=SvQ62sztiBw,"O que importa é que o tiro saiu pela culatra, e ao invés da população ficar contra a polícia fez todos enaltecerem as polícias especializadas de todo o Brasil.",29,,85.0,negativo,1.0,-1,2026-03-25 17:46
YouTube,Vídeo,2024-04-27,https://youtube.com/watch?v=SvQ62sztiBw,Wagner Moura no inteligência Ltda. Por favor!,7,,8.0,positivo,1.0,1,2026-03-25 17:47
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,O cara cortou o cabelo rejuvelheceu 10 anos.,8,,81.0,positivo,0.8,1,2026-03-25 17:47
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Dá para perceber que o Wagner Moura estudou teoria da literatura, teoria da arte, estética e algo sobre cinema, é claro. ""Polissemia"", ""distanciamento do autor"", ""espírito da época"", ""revisão de obras"" etc., são termos que me deixaram essa impressão.",39,,445.0,positivo,1.0,1,2026-03-25 17:47
YouTube,Vídeo,2024-06-04,https://youtube.com/watch?v=SvQ62sztiBw,Esse cara é uma relíquia do Brasil.,7,,5.0,negativo,0.8,-1,2026-03-25 17:47
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Foi muito boa a entrevista..  uma aulaa
Impossível não gostar vamos valorizar nosso artista Vagner
Monstroooo demais como artista 
Pessoal vamos esquecer a polícia e enxergar a arte",28,,5.0,positivo,1.0,1,2026-03-25 17:47
YouTube,Vídeo,2025-06-07,https://youtube.com/watch?v=SvQ62sztiBw,"""Eles torturam e matam"" (Bandidos)

E TÁ ERRADO? KKKKKKK",9,,3.0,negativo,1.0,-1,2026-03-25 17:47
YouTube,Vídeo,2024-04-21,https://youtube.com/watch?v=SvQ62sztiBw,"Muito bom ouvir um bate papo descontraído, mas ao mesmo tempo inteligente e profundo 👏🏼",15,,8.0,positivo,1.0,1,2026-03-25 17:47
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,A frustração desse ator deve ser a mesma dos Los Hermanos com Anna Júlia! kkkkkk,15,,26.0,negativo,0.8,-1,2026-03-25 17:47
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,Wagner Moura parece ser um cara muito da hora... é o que a briga política as vezes esconde de nós.,20,,5.0,positivo,0.8,1,2026-03-25 17:47
YouTube,Vídeo,2025-11-03,https://youtube.com/watch?v=SvQ62sztiBw,É Vagner. Vc caprichou tanto pra fazer o Capitão Nascimento ESCROTO e o tiro saiu pela culatra. ELE É TOOOPPPPP!!!!!! ❤❤❤,21,,2.0,negativo,1.0,-1,2026-03-25 17:47
YouTube,Vídeo,2024-04-16,https://youtube.com/watch?v=SvQ62sztiBw,"A parte boa do filme nao ser pela visão do Mathias é que deu a possibilidade de fazer o segundo, passando a visao do sistema pela perspectiva do capitão. 
Meio que iniciou e fechou a narrativa pela perspectiva do mesmo personagem.",41,,7.0,positivo,0.8,1,2026-03-25 17:47
YouTube,Vídeo,2024-04-19,https://youtube.com/watch?v=SvQ62sztiBw,Quem diria que o Cap Nascimento iria virar o Fraga!!!!!,10,,24.0,positivo,0.8,1,2026-03-25 17:47
YouTube,Vídeo,2024-04-19,https://youtube.com/watch?v=SvQ62sztiBw,Imagina vocês terem um amigo que faz a msm pergunta sempre 🥱 Igão carrega esses podcast,16,,2.0,negativo,0.8,-1,2026-03-25 17:47
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Lembro que estava no 1° ano do ensino médio... Nem havia lançado no cinema ainda, e meu pai trouxe o DVD do trabalho levei pra escola, e colocaram para todas as salas do ensino médio assistir",36,,5.0,neutro,0.0,0,2026-03-25 17:47
YouTube,Vídeo,2024-04-17,https://youtube.com/watch?v=SvQ62sztiBw,"Parabéns mais uma vez aos entrevistadores pela incapacidade de conduzir uma entrevista, com qualquer pessoa que tenha terminado o ensino médio, é simplesmente impressionante a falta de preparo, interesse e vontade em realizar o programa. É uma lástima que alguém como o Wagner Moura tenha que se prestar ao papel de vir conversar com dois ignorantes para poder divulgar seus trabalhos ao público Brasileiro, uma lástima.",66,,190.0,negativo,1.0,-1,2026-03-25 17:47
